respondent_id,dna_segment,age_group,city_tier,gender,occupation,monthly_income_midpoint,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,stress_score,pss_control,pss_overwhelm,pss_confidence_r,pss_irritation_r,life_stage,current_mood,reader_identity,personalization_importance,books_per_month,reads_morning,reads_commute,reads_afternoon,reads_evening,reads_latenight,reads_weekend,reading_motivation,genre_fantasy,genre_selfhelp,genre_literary,genre_romance,genre_thriller,genre_biography,genre_business,genre_regional,genre_comics,genre_poetry,discovery_social,discovery_friends,discovery_bestsellers,discovery_apps,discovery_bookstore,discovery_youtube,discovery_syllabus,social_sharing_level,format_preference,interest_books,interest_journal,interest_bookmark,interest_candle,interest_tote,interest_apparel,interest_decor,interest_annotation,interest_pin,subscription_interest,eco_importance,gifting_behaviour,barrier_price,barrier_quality,barrier_trust,barrier_delivery,barrier_privacy,barrier_platform,trust_driver,discount_preference,psm_too_cheap,psm_bargain,psm_expensive_ok,psm_too_expensive,monthly_book_spend,lifestyle_spend,max_single_spend,shops_amazon,shops_flipkart,shops_d2c,shops_instagram,shops_whatsapp,shops_qcommerce,shops_offline,payment_method,impulse_buying,nps_proxy,switching_tendency,platform_interest,share_intent,reading_habit_status,purchase_intent,will_buy,format_class,data_quality_flag
BDNA0364,Emotional Reader,4,4,2,2,10000,3,5,2,5,3,7,2,2,2,1,3,2,5,3,2.5,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,3,3,1,1,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,3,1,358,606.0,816,1262,100,1000,350,1,0,0,1,1,1,0,1,3,7,3,1,1,1,4,0,2,clean
BDNA0365,Non-Reader,4,3,1,3,10000,3,3,4,2,3,5,1,1,1,2,7,5,6,3,1.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,5,5,30,50.0,130,310,0,1000,150,1,0,0,0,0,0,1,2,3,4,3,4,4,4,5,0,2,clean
BDNA0366,Productivity Achiever,5,5,2,3,80000,4,4,2,2,4,7,2,2,1,2,3,5,2,4,2.5,1,1,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,1,1,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5,5,505,1248.0,2206,3098,350,4500,750,0,0,1,1,0,0,0,3,3,8,2,3,4,1,1,1,1,clean
BDNA0367,Non-Reader,3,5,2,2,2500,3,3,4,4,2,3,1,1,1,0,7,3,6,2,0.0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,1,2,4,30,142.0,192,292,0,1000,350,0,0,0,0,0,0,0,1,4,2,2,5,4,4,3,0,1,clean
BDNA0368,Non-Reader,3,1,1,6,45000,3,3,3,2,3,6,1,1,1,1,2,2,6,3,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,2,3,3,1,0,0,0,0,0,3,4,230,500.0,700,1154,350,2250,350,1,1,0,0,0,1,0,2,2,4,3,4,4,3,3,0,1,clean
BDNA0369,Midnight Escapist,3,1,1,2,2500,3,2,2,4,5,9,2,3,2,3,3,6,1,4,2.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,2,1,0,1,1,1,1,0,0,0,1,2,1,0,1,1,0,0,0,1,1,141,300.0,350,720,750,1000,150,1,0,0,1,1,0,0,2,3,8,3,1,2,1,1,1,1,clean
BDNA0370,Midnight Escapist,7,4,2,1,22500,2,2,2,4,3,11,2,3,3,2,4,6,1,4,2.5,0,0,0,0,1,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,1,0,0,1,1,2,2,3,0,0,0,0,0,0,1,4,298,609.0,911,1443,100,1000,750,0,1,0,0,0,0,0,4,3,7,3,3,5,3,1,1,1,clean
BDNA0371,Midnight Escapist,3,1,1,1,10000,3,2,3,4,3,11,4,3,3,3,3,1,1,4,1.0,0,0,0,1,0,0,3,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,2,3,1,1,1,1,0,1,1,1,0,1,2,3,0,0,1,0,0,0,6,3,236,346.0,467,1002,100,1000,150,1,0,0,0,0,1,0,1,1,6,1,1,5,4,2,1,2,clean
BDNA0372,Midnight Escapist,5,1,1,3,2500,3,3,2,4,4,12,3,3,2,3,1,1,1,4,2.5,0,1,0,1,1,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,4,2,1,1,1,1,1,0,0,0,0,2,3,2,0,1,0,0,1,0,4,2,154,260.0,458,651,350,1000,350,1,1,0,1,0,0,0,1,3,8,1,2,3,3,1,1,1,clean
BDNA0373,Midnight Escapist,2,4,3,3,80000,3,3,3,4,4,10,2,3,3,3,7,1,1,4,2.5,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,2,1,1,1,0,0,0,1,0,1,0,2,2,2,0,0,0,0,0,0,4,1,320,895.0,1563,1903,350,2250,2500,1,1,0,1,0,0,1,4,3,10,1,3,2,2,5,0,1,clean
BDNA0374,Emotional Reader,4,3,1,2,80000,4,3,4,5,4,3,1,0,1,1,2,1,1,4,2.5,0,1,0,0,0,0,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,1,1,0,0,1,0,2,3,1,0,1,0,0,0,0,5,2,408,966.0,1562,2225,2500,250,350,1,0,0,0,1,0,0,1,3,6,1,1,2,2,1,1,1,clean
BDNA0375,Midnight Escapist,4,4,2,2,22500,2,4,4,4,4,8,3,2,3,2,3,3,4,4,1.0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,3,1,1,0,1,0,1,0,1,0,0,1,1,3,0,0,1,1,1,1,1,1,83,455.0,830,1411,350,2250,350,0,0,0,1,0,0,1,1,1,6,4,1,4,1,1,1,1,clean
BDNA0376,Productivity Achiever,7,1,1,4,10000,4,4,3,4,3,6,2,1,1,2,7,6,2,5,2.5,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,4,1,1,0,0,1,0,1,1,0,1,4,2,0,0,0,0,0,0,1,4,189,567.0,861,1528,350,4500,150,1,1,1,0,1,0,0,1,1,7,1,4,2,1,4,0,3,clean
BDNA0377,Curious Explorer,4,3,2,1,80000,4,3,4,4,2,7,1,2,1,2,2,4,5,5,2.5,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,1,0,1,1,0,0,1,1,2,3,1,1,0,1,1,0,4,2,973,822.0,1337,1982,350,4500,1500,1,0,0,0,0,0,0,1,1,9,4,2,2,1,3,0,3,psm_inversion
BDNA0378,Midnight Escapist,3,3,1,2,10000,2,2,3,3,3,12,4,3,3,4,2,1,4,4,1.0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,3,4,1,0,0,0,0,1,1,0,0,1,3,3,0,1,1,0,0,0,5,1,219,394.0,680,842,1500,2250,750,0,1,0,1,0,0,0,1,2,4,2,2,2,1,4,0,3,clean
BDNA0379,Curious Explorer,3,1,2,3,2500,5,3,2,4,2,8,2,2,2,2,4,3,2,3,8.0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,2,1,0,1,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,1,6,132,281.0,548,815,100,1000,750,1,1,0,1,0,0,0,5,2,10,3,2,2,3,3,0,1,clean
BDNA0380,Midnight Escapist,4,3,2,3,10000,4,3,2,4,5,11,3,3,2,2,2,4,2,3,2.5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,3,1,1,1,1,1,0,1,1,0,0,1,3,1,0,0,0,1,1,0,1,2,283,534.0,979,1399,0,2250,350,1,1,0,1,0,0,0,4,3,9,3,3,3,2,1,1,1,clean
BDNA0381,Midnight Escapist,5,4,2,1,10000,4,2,2,4,4,11,3,1,3,3,1,3,3,4,2.5,0,0,0,1,0,0,6,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,3,2,1,0,1,0,1,1,1,0,1,2,3,2,0,0,0,0,0,0,3,2,123,364.0,703,803,1500,2250,150,1,1,1,0,0,0,1,3,2,5,4,3,3,3,5,0,1,clean
BDNA0382,Emotional Reader,4,1,1,3,22500,3,3,3,5,4,7,2,2,2,2,7,2,6,4,5.0,1,1,0,0,0,1,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,3,1,1,1,0,1,0,1,1,0,2,1,1,1,0,1,0,0,1,3,6,240,489.0,626,814,750,4500,150,1,1,0,0,0,0,0,1,2,9,3,1,3,2,1,1,2,clean
BDNA0383,Emotional Reader,4,2,1,2,22500,3,2,2,5,3,7,2,1,2,2,1,5,3,2,2.5,0,0,0,0,0,1,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,1,1,1,0,0,1,3,2,2,1,1,0,1,0,0,4,1,241,481.0,675,1148,350,4500,150,1,1,0,1,0,0,0,1,3,8,1,1,3,1,2,1,1,clean
BDNA0384,Curious Explorer,3,4,1,2,22500,5,4,4,4,2,5,1,1,1,2,1,4,5,5,5.0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,1,1,0,1,1,1,0,0,0,1,2,2,1,0,1,0,0,0,1,2,2,345,500.0,974,1104,0,2250,150,1,0,1,0,0,0,1,3,3,8,2,2,1,1,3,0,1,clean
BDNA0385,Curious Explorer,2,3,2,2,10000,4,3,4,4,2,6,1,1,1,2,1,4,5,4,5.0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,2,1,1,1,1,1,1,0,0,1,0,3,3,1,0,0,0,0,0,0,1,5,144,344.0,667,1034,0,2250,750,1,1,1,0,0,0,0,1,1,2,3,1,1,4,3,0,1,clean
BDNA0386,Curious Explorer,4,1,1,2,45000,5,4,2,3,2,5,2,2,1,1,3,3,1,4,0.0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,5,1,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,1,1,747,592.0,950,1321,100,2250,150,1,0,0,0,0,0,0,1,2,10,2,1,1,3,3,0,3,psm_inversion
BDNA0387,Midnight Escapist,4,2,2,3,22500,3,3,2,4,5,13,3,3,3,3,7,6,4,5,5.0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,3,2,0,1,0,1,0,1,0,0,0,1,2,3,1,0,1,0,0,1,2,2,318,521.0,797,1276,100,2250,350,0,1,0,0,0,0,0,1,2,9,2,1,3,1,3,0,1,clean
BDNA0388,Midnight Escapist,4,2,2,3,22500,4,2,3,4,5,10,3,3,2,3,2,1,1,5,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,1,1,0,0,0,1,2,3,3,1,1,0,0,1,0,1,4,215,603.0,1208,1751,750,2250,1500,1,1,0,0,0,0,0,4,1,7,1,3,1,1,1,1,3,clean
BDNA0389,Curious Explorer,3,2,1,2,10000,5,3,4,5,3,5,1,1,1,2,2,6,5,4,0.0,0,0,1,1,0,0,3,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,2,0,1,0,1,1,1,1,0,1,3,4,2,0,0,0,0,0,0,1,1,149,342.0,615,731,0,2250,1500,1,0,1,0,1,0,0,3,2,8,1,2,2,1,2,1,1,clean
BDNA0390,Curious Explorer,4,1,2,2,2500,5,3,4,3,3,4,1,1,2,1,3,4,4,4,5.0,0,0,0,1,0,1,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,1,3,1,0,0,1,0,0,0,1,1,218,,680,809,350,7500,150,1,0,0,0,0,0,0,3,2,10,1,3,2,5,2,1,2,missing_psm
BDNA0391,Non-Reader,5,5,1,2,22500,2,2,3,4,2,4,1,1,1,1,4,1,4,1,1.0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,0,4,4,4,1,1,0,0,1,1,1,5,180,458.0,720,1159,100,1000,150,0,1,0,0,0,0,1,1,4,3,1,5,5,3,5,0,1,clean
BDNA0392,Productivity Achiever,5,3,1,4,120000,3,5,2,2,3,4,1,2,1,1,3,1,5,5,2.5,0,1,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,3,3,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,4,694,1585.0,2565,3863,750,4500,750,1,1,1,0,1,0,0,4,2,2,1,1,3,3,1,1,2,clean
BDNA0393,Productivity Achiever,4,2,2,2,22500,4,5,3,1,2,6,2,1,2,1,7,5,2,3,8.0,1,0,0,0,1,0,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,1,0,1,1,0,2,3,4,0,0,1,0,0,0,4,3,358,621.0,1103,1436,100,7500,1500,1,0,0,0,1,0,0,1,3,5,3,2,3,1,1,1,1,clean
BDNA0394,Curious Explorer,5,2,2,1,10000,3,2,4,3,2,5,2,2,2,2,4,4,6,4,5.0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,1,0,1,1,1,1,1,0,0,1,2,4,2,1,0,0,0,0,1,1,1,136,261.0,311,513,350,4500,750,1,0,1,1,1,1,0,1,3,8,1,1,1,4,1,1,1,clean
BDNA0395,Productivity Achiever,3,4,1,4,80000,3,5,3,4,1,3,0,1,1,0,3,1,5,4,5.0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,4,1,1,1,1,0,0,1,1,0,2,4,1,0,0,0,0,0,0,1,1,393,1114.0,1867,2603,2500,7500,350,0,0,1,0,0,0,0,2,3,5,2,4,3,1,1,1,3,clean
BDNA0396,Non-Reader,6,2,1,4,80000,1,2,3,4,2,8,2,2,2,2,2,5,6,3,0.0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,4,2,2,1,0,0,0,0,1,5,4,388,868.0,1604,2188,750,1000,150,1,0,0,0,0,0,0,1,2,4,3,3,4,2,4,0,1,clean
BDNA0397,Curious Explorer,3,4,2,6,10000,5,2,5,5,3,4,0,1,1,1,1,5,3,4,2.5,0,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,1,1,1,1,1,0,1,1,1,1,3,2,3,0,0,0,0,0,1,1,4,206,486.0,787,1330,350,2250,350,1,0,0,1,0,0,1,1,4,10,2,3,1,2,3,0,1,clean
BDNA0398,Productivity Achiever,3,1,2,6,10000,2,5,3,3,1,5,1,1,2,3,5,2,2,4,8.0,1,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,2,2,0,1,0,0,0,0,4,2,243,604.0,1103,1323,750,1000,750,0,1,1,0,0,1,0,2,2,8,1,2,3,1,3,0,1,clean
BDNA0399,Curious Explorer,3,3,1,3,10000,5,3,4,4,4,6,2,1,1,1,1,4,2,5,1.0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,2,2,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,2,2,237,330.0,722,946,750,2250,150,0,0,0,1,0,0,0,2,2,6,2,3,1,3,3,0,1,clean
BDNA0400,Curious Explorer,3,1,2,1,10000,5,4,4,3,4,8,2,3,3,1,2,3,4,4,8.0,1,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,1,1,0,1,0,1,1,1,0,1,3,3,0,0,0,0,0,1,1,1,111,462.0,608,1233,100,2250,150,1,1,0,1,1,0,0,1,1,8,1,2,1,2,2,1,2,clean
BDNA0401,Midnight Escapist,3,1,3,2,10000,4,3,3,4,3,9,2,2,2,2,3,1,5,5,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,3,4,1,1,1,1,1,0,1,0,0,2,3,2,0,0,1,1,0,1,5,1,202,277.0,620,720,750,2250,750,1,1,1,1,0,0,0,1,4,9,4,4,3,3,4,0,3,clean
BDNA0402,Non-Reader,5,5,1,5,22500,2,3,3,3,3,1,0,1,0,0,3,3,6,3,0.0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,1,0,0,4,4,3,0,0,0,1,0,0,6,3,206,433.0,569,818,100,250,150,0,0,0,0,0,0,0,1,4,2,3,3,5,4,3,0,2,clean
BDNA0403,Productivity Achiever,5,1,1,4,80000,4,4,3,3,3,6,1,1,1,2,4,2,2,3,2.5,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,2,2,0,0,1,0,0,0,3,4,481,1210.0,2085,2737,100,4500,1500,0,1,0,1,0,0,1,1,3,7,4,2,3,4,3,0,1,clean
BDNA0404,Curious Explorer,3,5,1,2,22500,4,2,4,3,3,5,1,2,1,1,1,4,4,5,5.0,1,1,0,0,0,1,5,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,4,0,1,0,1,0,1,1,0,1,3,2,1,0,0,1,0,0,0,2,2,301,462.0,784,999,350,1000,150,1,0,1,1,0,0,0,2,2,8,1,1,1,2,1,1,3,clean
BDNA0405,Productivity Achiever,3,2,3,6,45000,4,4,2,3,2,5,1,1,1,2,1,6,2,4,5.0,1,0,0,0,1,1,5,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,1,0,1,0,1,0,1,2,1,1,1,0,1,0,1,4,5,353,871.0,1469,2286,350,2250,350,1,1,0,1,0,0,0,3,2,6,1,4,5,2,1,1,1,clean
BDNA0406,Non-Reader,4,3,2,3,22500,4,2,3,2,3,5,2,2,1,2,3,1,4,4,0.0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,3,2,0,1,0,0,0,0,6,1,124,453.0,687,1057,0,2250,1500,1,0,0,0,1,1,0,1,3,3,4,3,4,4,4,0,1,clean
BDNA0407,Productivity Achiever,6,3,2,2,22500,2,4,3,3,2,4,1,0,1,1,3,4,6,4,2.5,1,1,0,1,0,0,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,4,1,1,1,0,1,0,0,1,0,2,2,3,1,0,0,0,0,1,4,5,349,744.0,1306,1664,2500,7500,750,0,0,0,0,0,0,1,5,2,6,3,3,4,1,2,1,3,clean
BDNA0408,Midnight Escapist,2,2,2,2,120000,1,3,2,4,4,10,2,2,3,3,3,3,4,5,2.5,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,4,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,1,3,202,382.0,603,7214,100,2250,5000,0,0,1,0,0,0,1,1,4,7,3,1,2,1,1,1,3,outlier_spend
BDNA0409,Non-Reader,4,3,1,2,2500,3,3,3,3,2,8,2,2,2,2,3,3,3,3,5.0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,1,0,1,1,0,0,0,0,4,4,2,0,0,0,0,0,1,5,5,56,142.0,218,318,100,1000,350,0,1,0,0,0,0,0,1,4,4,1,5,5,4,5,0,1,clean
BDNA0410,Midnight Escapist,3,4,1,1,10000,2,2,3,3,5,11,3,3,3,3,2,3,1,5,1.0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3,0,1,1,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,1,2,177,397.0,546,1115,100,2250,750,1,0,0,0,1,0,1,1,2,10,3,2,1,2,2,1,2,clean
BDNA0411,Productivity Achiever,3,1,1,3,10000,3,5,4,3,1,6,1,2,2,2,2,3,2,5,5.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,1,1,1,1,0,2,3,3,1,0,0,1,1,0,4,3,404,762.0,1295,1758,750,4500,150,0,0,1,0,1,1,0,1,4,4,3,1,2,4,4,0,2,clean
BDNA0412,Non-Reader,5,3,2,3,45000,2,3,3,4,3,10,3,3,2,3,7,5,1,2,0.0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,2,1,4,1,1,0,1,1,0,4,1,177,475.0,565,1430,0,2250,150,1,1,0,0,0,0,0,1,4,0,2,2,4,5,3,0,1,clean
BDNA0413,Non-Reader,5,3,1,5,10000,2,4,3,2,2,5,1,1,2,1,1,5,6,2,1.0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,4,1,3,1,1,1,0,1,0,6,1,191,,680,1109,0,250,350,1,0,0,0,0,0,1,4,3,6,4,4,4,2,4,0,1,missing_psm
BDNA0414,Emotional Reader,6,1,2,3,22500,3,2,3,4,3,9,2,2,1,3,4,3,6,3,5.0,0,0,0,0,0,1,6,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,2,4,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,3,2,206,565.0,968,1565,2500,250,1500,1,0,0,0,0,0,1,2,2,9,1,1,1,1,1,1,3,clean
BDNA0415,Emotional Reader,2,1,1,6,120000,3,3,2,5,1,8,2,2,2,2,4,3,5,4,2.5,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,3,2,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,3,1,521,1265.0,2201,2934,350,250,1500,1,0,1,0,0,0,0,1,2,9,2,1,2,1,5,0,1,clean
BDNA0416,Productivity Achiever,4,1,2,3,22500,2,5,4,3,2,5,2,1,1,1,5,3,2,5,2.5,1,1,1,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,4,1,0,0,0,1,0,1,1,0,1,2,4,1,0,0,0,0,0,6,6,373,719.0,1216,1547,0,1000,150,1,0,0,0,0,0,0,1,3,6,2,3,1,4,2,1,3,clean
BDNA0417,Midnight Escapist,2,3,2,1,10000,3,4,3,4,4,9,3,2,3,2,7,4,1,5,1.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,3,1,1,1,0,1,1,1,1,0,0,3,2,2,0,0,0,0,0,0,5,6,184,384.0,630,824,0,4500,750,1,0,0,0,0,0,0,2,3,8,2,5,2,1,3,0,1,clean
BDNA0418,Productivity Achiever,3,2,1,3,120000,5,4,4,3,1,4,2,2,1,1,6,2,3,3,8.0,0,0,0,0,1,0,6,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,3,2,0,0,1,0,0,0,0,1,1,2,2,2,0,1,1,0,0,1,3,3,759,1643.0,2658,6632,1500,7500,2500,1,0,0,0,0,0,1,1,3,7,1,1,4,1,1,1,1,outlier_spend
BDNA0419,Emotional Reader,4,3,1,2,10000,2,4,3,5,5,5,1,2,1,1,6,6,3,1,5.0,1,0,0,1,1,1,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,1,0,1,3,2,1,1,0,0,0,0,4,1,200,434.0,537,943,350,2250,750,1,1,0,0,0,0,0,1,3,6,3,2,3,1,4,0,1,clean
BDNA0420,Curious Explorer,3,3,2,2,10000,5,2,4,4,2,8,2,3,2,3,2,3,1,5,2.5,0,0,1,0,1,0,5,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,3,0,1,1,1,1,1,0,1,1,3,3,1,1,0,0,0,0,0,5,4,208,373.0,662,762,750,4500,750,0,1,0,0,0,0,1,1,2,6,2,4,2,1,1,1,2,clean
BDNA0421,Curious Explorer,5,2,2,2,2500,4,3,5,3,3,6,1,2,3,2,1,6,4,4,2.5,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,1,0,1,1,1,0,1,0,1,2,2,2,1,0,1,0,0,0,1,2,30,179.0,345,445,0,2250,1500,1,1,0,1,1,0,1,3,1,8,3,1,1,1,4,0,3,clean
BDNA0422,Curious Explorer,4,1,2,3,120000,4,4,4,4,3,6,2,2,1,1,1,6,2,5,2.5,0,1,1,0,0,0,3,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1,1,3,3,0,0,0,0,0,0,1,2,719,1209.0,1948,3029,750,1000,750,1,1,0,1,0,1,0,1,1,8,2,1,2,2,3,0,1,clean
BDNA0423,Midnight Escapist,5,2,1,2,45000,3,2,2,5,5,10,2,2,3,3,1,3,3,4,2.5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,0,1,1,0,0,1,0,0,1,3,4,1,0,0,0,0,0,1,5,2,334,,1093,1633,750,4500,1500,1,0,1,0,0,0,0,1,3,7,1,2,4,3,1,1,2,missing_psm
BDNA0424,Productivity Achiever,3,2,2,3,22500,3,5,3,3,3,8,2,2,2,3,6,2,2,4,2.5,1,1,0,1,0,1,3,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,5,4,338,822.0,1438,2073,750,2250,750,1,1,0,0,0,0,0,3,2,8,1,3,4,1,2,1,1,clean
BDNA0425,Midnight Escapist,3,5,1,1,2500,3,3,2,4,3,11,2,3,2,3,1,1,6,4,1.0,0,0,0,1,1,0,5,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3,1,0,1,1,1,0,1,0,0,1,3,3,2,1,0,0,1,0,1,1,2,127,292.0,479,720,750,2250,750,1,1,0,1,0,0,0,1,1,5,2,2,2,3,4,0,1,clean
BDNA0426,Emotional Reader,2,4,1,1,80000,4,2,3,3,4,13,3,3,3,4,1,1,3,4,5.0,0,0,1,0,0,1,3,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,4,2,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,3,4,456,1025.0,1677,2506,0,1000,350,0,1,1,0,1,0,0,2,2,6,2,3,3,1,3,0,1,clean
BDNA0427,Productivity Achiever,2,4,1,3,10000,3,5,3,3,3,7,2,3,1,2,7,2,4,5,8.0,1,0,0,1,0,0,2,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,4,1,1,1,0,0,1,0,1,0,1,4,2,1,0,0,1,0,0,0,3,4,273,620.0,1062,1758,750,2250,750,1,0,1,0,0,0,0,3,3,7,1,3,2,3,3,0,1,clean
